match_id,season,start_date,venue,innings,ball,batting_team,bowling_team,striker,non_striker,bowler,runs_off_bat,extras,wides,noballs,byes,legbyes,penalty,wicket_type,player_dismissed,other_wicket_type,other_player_dismissed
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,7.2,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,Suyash Sharma,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,7.3,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,Suyash Sharma,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,7.4,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,Suyash Sharma,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,7.5,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,Suyash Sharma,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,7.6,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,Suyash Sharma,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,8.1,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,CV Varun,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,8.2,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,CV Varun,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,8.3,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,CV Varun,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,8.4,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,CV Varun,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,8.5,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,CV Varun,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,8.6,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,CV Varun,6,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,9.1,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,Suyash Sharma,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,9.2,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,Suyash Sharma,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,9.3,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,Suyash Sharma,0,1,1,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,9.4,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,Suyash Sharma,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,9.5,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,Suyash Sharma,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,9.6,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,Suyash Sharma,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,9.7,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,Suyash Sharma,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,10.1,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,LH Ferguson,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,10.2,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,LH Ferguson,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,10.3,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,10.4,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,LH Ferguson,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,10.5,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,10.6,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,11.1,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,SP Narine,6,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,11.2,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,Shubman Gill,SP Narine,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,11.3,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,SP Narine,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,11.4,Gujarat Titans,Kolkata Knight Riders,Shubman Gill,B Sai Sudharsan,SP Narine,0,0,,,,,,caught,Shubman Gill,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,11.5,Gujarat Titans,Kolkata Knight Riders,A Manohar,B Sai Sudharsan,SP Narine,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,11.6,Gujarat Titans,Kolkata Knight Riders,A Manohar,B Sai Sudharsan,SP Narine,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,12.1,Gujarat Titans,Kolkata Knight Riders,A Manohar,B Sai Sudharsan,UT Yadav,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,12.2,Gujarat Titans,Kolkata Knight Riders,A Manohar,B Sai Sudharsan,UT Yadav,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,12.3,Gujarat Titans,Kolkata Knight Riders,A Manohar,B Sai Sudharsan,UT Yadav,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,12.4,Gujarat Titans,Kolkata Knight Riders,A Manohar,B Sai Sudharsan,UT Yadav,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,12.5,Gujarat Titans,Kolkata Knight Riders,A Manohar,B Sai Sudharsan,UT Yadav,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,12.6,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,A Manohar,UT Yadav,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,13.1,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,A Manohar,Suyash Sharma,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,13.2,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,A Manohar,Suyash Sharma,3,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,13.3,Gujarat Titans,Kolkata Knight Riders,A Manohar,B Sai Sudharsan,Suyash Sharma,0,0,,,,,,bowled,A Manohar,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,13.4,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,Suyash Sharma,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,13.5,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,Suyash Sharma,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,13.6,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,Suyash Sharma,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,14.1,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,SN Thakur,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,14.2,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,SN Thakur,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,14.3,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,SN Thakur,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,14.4,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,SN Thakur,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,14.5,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,SN Thakur,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,14.6,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,SN Thakur,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,15.1,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,Suyash Sharma,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,15.2,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,Suyash Sharma,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,15.3,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,Suyash Sharma,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,15.4,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,Suyash Sharma,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,15.5,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,Suyash Sharma,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,15.6,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,Suyash Sharma,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,16.1,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,LH Ferguson,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,16.2,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,16.3,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,16.4,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,16.5,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,16.6,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,17.1,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,SP Narine,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,17.2,Gujarat Titans,Kolkata Knight Riders,V Shankar,B Sai Sudharsan,SP Narine,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,17.3,Gujarat Titans,Kolkata Knight Riders,B Sai Sudharsan,V Shankar,SP Narine,0,0,,,,,,caught,B Sai Sudharsan,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,17.4,Gujarat Titans,Kolkata Knight Riders,DA Miller,V Shankar,SP Narine,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,17.5,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,SP Narine,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,17.6,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,SP Narine,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,18.1,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,LH Ferguson,4,1,,1,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,18.2,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,LH Ferguson,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,18.3,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,LH Ferguson,6,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,18.4,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,LH Ferguson,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,18.5,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,LH Ferguson,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,18.6,Gujarat Titans,Kolkata Knight Riders,DA Miller,V Shankar,LH Ferguson,0,1,,,,1,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,18.7,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,LH Ferguson,6,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,19.1,Gujarat Titans,Kolkata Knight Riders,DA Miller,V Shankar,SN Thakur,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,19.2,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,SN Thakur,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,19.3,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,SN Thakur,6,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,19.4,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,SN Thakur,6,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,19.5,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,SN Thakur,6,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",1,19.6,Gujarat Titans,Kolkata Knight Riders,V Shankar,DA Miller,SN Thakur,0,1,,,,1,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,0.1,Kolkata Knight Riders,Gujarat Titans,Rahmanullah Gurbaz,N Jagadeesan,Mohammed Shami,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,0.2,Kolkata Knight Riders,Gujarat Titans,Rahmanullah Gurbaz,N Jagadeesan,Mohammed Shami,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,0.3,Kolkata Knight Riders,Gujarat Titans,Rahmanullah Gurbaz,N Jagadeesan,Mohammed Shami,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,0.4,Kolkata Knight Riders,Gujarat Titans,Rahmanullah Gurbaz,N Jagadeesan,Mohammed Shami,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,0.5,Kolkata Knight Riders,Gujarat Titans,Rahmanullah Gurbaz,N Jagadeesan,Mohammed Shami,2,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,0.6,Kolkata Knight Riders,Gujarat Titans,Rahmanullah Gurbaz,N Jagadeesan,Mohammed Shami,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,1.1,Kolkata Knight Riders,Gujarat Titans,N Jagadeesan,Rahmanullah Gurbaz,J Little,0,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,1.2,Kolkata Knight Riders,Gujarat Titans,N Jagadeesan,Rahmanullah Gurbaz,J Little,4,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,1.3,Kolkata Knight Riders,Gujarat Titans,N Jagadeesan,Rahmanullah Gurbaz,J Little,1,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,1.4,Kolkata Knight Riders,Gujarat Titans,Rahmanullah Gurbaz,N Jagadeesan,J Little,6,0,,,,,,,,,
1359487,2023,2023-04-09,"Narendra Modi Stadium, Ahmedabad",2,1.5,Kolkata Knight Riders,Gujarat Titans,Rahmanullah Gurbaz,N Jagadeesan,J Little,0,0,,,,,,,,,
